series	episode	flag	alien	depiction	significance	comments	disposition	technology	formidability	conservation	class	realm	alignment	place of origin	allegiance	human stereotype	attributes	notes
tng	7x11		Cardassian	mentioned	0.0	_According to Troi, the Bajorans have become very aggressive since overpowering the Cardassiansî	-0.7	5.2	5.2	LC	humanoid	terrestrial	foe		Cardassian Union			
tng	7x12		Mintakan	mentioned	0.0	Mintakan tapestry	0.0	2.0	2.0	NT	humanoid	terrestrial	friend	Mintaka III		logical	proto-Vulcan humanoid, logical, rational	
tng	7x12		Romulan	appeared	1.0	fought over the old ship Pegasus	-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	7x13		Boraalan	appeared	1.0	Pitiful race that were barely saved by Worf and his brother	0.5	2.0	2.0	EW	humanoid	terrestrial	unaligned	Boraal II				
tng	7x13		Cardassian	mentioned	0.0	_The Draygo system is located only three light years away from Cardassian spaceî	-0.7	5.2	5.2	LC	humanoid	terrestrial	foe		Cardassian Union			
tng	7x14		Anaphasic Being of Sub Rosa	appeared	1.0	A sentient entiry made up of anaphasic energy.	-1.0	0.0	5.0	LC	anaphasic	host	foe	Scotland				
tng	7x15		Bajoran	appeared	1.0		1.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	7x15		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	7x15		Trakian	implied	0.0	Trakian ale	0.0				humanoid	terrestrial	unaligned					
tng	7x15		Vulcan	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x16		Barkonian	appeared	1.0	Data suffered amnesia while staying with a Barkonian family.	0.8	2.2	2.2	NT	humanoid	terrestrial	unaligned	Barkon IV		human		
tng	7x17		DArsay	mentioned	1.0	Masaka	0.0	6.2	6.2	EX	humanoid	terrestrial	unaligned	DArsay system				
tng	7x18		Inhabitants of Barson II	mentioned	0.1	Enterprise transported vital medicines to Barson II.	0.0	4.2	4.2	VU	humanoid	terrestrial	friend	Barson II				
tng	7x18		Napean	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	friend	Psi Upsilon IV		human	empathic	
tng	7x18		Naras Species	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	friend			human		
tng	7x18		Tilamin	implied	0.0	Tilamin froth	0.0						unaligned					
tng	7x18		Yridian	implied	0.0	Yridian tea	0.0	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	7x19		Symbalene	implied	0.0	Symbalane blood burn	0.0						unaligned					
tng	7x19		Urodelan	implied	0.0	Urodelan flu	0.0						unaligned					
tng	7x19		Vulcan	appeared	0.1		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x20		Bularian	implied	0.0	Bularian canape	0.0						unaligned					
tng	7x20		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	7x20		Ferengi	mentioned	0.0		-0.5	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x20		Klingon	mentioned	0.1		0.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	7x20		Mintakan	mentioned	0.1	Mintakan tapestry	0.5	2.0	2.0	NT	humanoid	terrestrial	friend	Mintaka III		logical	proto-Vulcan humanoid, logical, rational	
tng	7x20		The Travelers Species	appeared	1.0		1.0	6.0	6.0	LC	humanoid	terrestrial	unaligned	Tau Alpha C		mystic	time traveler	
tng	7x20		Vulcan	mentioned	0.0		1.0	5.2	5.2	LC	humanoid	terrestrial	fed	Vulcan	Federation	logical	emotionally detached	
tng	7x21		Corvallen	mentioned	0.0		-0.4	4.1	4.1	LC	humanoid	terrestrial	foe				mercenaries	
tng	7x21		Dopterian	appeared	0.2		-0.2	4.2	4.2	LC	humanoid	terrestrial	foe				unscrupulous, distant relative of the Ferengi	
tng	7x21		Ferengi	appeared	0.7		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x21		Hatarian	implied	0.0	Picard once participated in an archaeological excavation in the Hatarian system.	0.0						unaligned					
tng	7x21		Klingon	appeared	1.0		1.0	5.2	5.2	LC	humanoid	terrestrial	friend	QonoS	Klingon Empire	aggressive		
tng	7x21		Pakled	mentioned	0.2		-0.8	4.2	4.2	LC	humanoid	terrestrial	foe			human	devious, stupid	
tng	7x21		Yridian	appeared	0.5		-0.3	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	7x22		Camorite	mentioned	0.6	Jason Vigos planet.	0.2	3.0	3.0	VU	humanoid	terrestrial	unaligned	Camor V		human		
tng	7x22		Ferengi	appeared	1.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x22		Gorlan	implied	0.0	Gorlan prayer stick	0.0						unaligned					
tng	7x22		Saurian	implied	0.0	Saurian brandy	0.0				reptilian	terrestrial	friend					
tng	7x23		Keystone City Emergent Lifeform	appeared	1.0		0.5	0.0	6.0	CR	machine	holodeck	unaligned	Cordannas System				
tng	7x24		Bajoran	appeared	1.0		1.0	4.2	4.2	VU	humanoid	terrestrial	friend	Bajor	Federation Ally	spiritual	victims	
tng	7x24		Cardassian	appeared	1.0		-0.7	5.2	5.2	LC	humanoid	terrestrial	foe	Cardassia Prime	Cardassian Union	devious	cunning, asshole, totalitarian	
tng	7x24		Ferengi	mentioned	0.0		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Ferenginar	Ferengi Alliance	avaricious	single minded	
tng	7x24	Y	Miscellaneous Bar Aliens	appeared	0.0		0.0											
tng	7x24		Pakled	mentioned	0.0		-0.8	4.2	4.2	LC	humanoid	terrestrial	foe			human	devious, stupid	
tng	7x24		Yridian	mentioned	0.0		-0.3	4.2	4.2	LC	humanoid	terrestrial	foe			devious		
tng	7x25		Romulan	appeared	0.7		-1.0	5.2	5.2	LC	humanoid	terrestrial	foe	Romulus	Romulan Star Empire	ruthless	xenophobic, cunning, devious, logical	
tng	7x25		Tarellian	mentioned	0.0	Tarellian plague	0.0	4.2	4.2	EW	humanoid	terrestrial	friend	Tarella		human		
tng	7x26		The Q	appeared	1.0		0.5	7.2	7.2	LC	transcendental	extra-dimensional	unaligned		Q Continuum			
